id,amount,payment_channel,device_type,transaction_time,location,high_value_tx_count,account_creation_date,is_verified,transaction_time_weekday
TX2432,459459.44115786906,web,Windows,2024-10-20 12:49:32.893320,"Lagos, Nigeria",6,2024-03-20 12:49:32.913169,False,Sunday
TX2433,206210.1907250164,mobile,Windows,2024-10-29 12:49:32.893322,"Berlin, Germany",2,2024-11-10 12:49:32.913171,True,Tuesday
TX2434,758904.685945832,web,Windows,2024-10-24 12:49:32.893324,"London, UK",1,2024-04-11 12:49:32.913172,True,Thursday
TX2435,660715.0883013967,web,Android,2024-10-29 12:49:32.893326,"New York, USA",5,2024-03-09 12:49:32.913174,False,Tuesday
TX2436,699379.5488706405,web,Android,2024-11-05 12:49:32.893328,"London, UK",7,2024-02-11 12:49:32.913176,False,Tuesday
TX2437,712671.260225415,mobile,Mac,2024-10-22 12:49:32.893329,"New York, USA",3,2024-03-04 12:49:32.913178,False,Tuesday
TX2438,751869.3441584554,mobile,iOS,2024-10-29 12:49:32.893331,"New York, USA",3,2024-02-11 12:49:32.913180,True,Tuesday
TX2439,238738.4134504432,mobile,iOS,2024-11-01 12:49:32.893333,"New York, USA",1,2023-11-16 12:49:32.913182,True,Friday
TX2440,165453.19228650106,ATM,Windows,2024-10-23 12:49:32.893335,"Berlin, Germany",6,2024-10-29 12:49:32.913184,False,Wednesday
TX2441,682891.2406188522,web,Mac,2024-10-15 12:49:32.893337,"Berlin, Germany",2,2023-12-27 12:49:32.913186,True,Tuesday
TX2442,434936.81440051156,web,Windows,2024-10-18 12:49:32.893339,"New York, USA",7,2024-10-17 12:49:32.913188,True,Friday
TX2443,373987.0070866566,mobile,iOS,2024-10-25 12:49:32.893341,"Lagos, Nigeria",7,2024-01-27 12:49:32.913190,False,Friday
TX2444,717208.2828805106,POS,Mac,2024-11-14 12:49:32.893343,"London, UK",7,2024-05-01 12:49:32.913192,False,Thursday
TX2445,788877.8297531133,ATM,Android,2024-11-06 12:49:32.893344,"Berlin, Germany",4,2024-03-08 12:49:32.913194,False,Wednesday
TX2446,621831.1782369036,web,Android,2024-11-11 12:49:32.893346,"New York, USA",2,2024-03-05 12:49:32.913196,True,Monday
TX2447,140470.97247194924,mobile,Mac,2024-11-05 12:49:32.893348,"Lagos, Nigeria",3,2024-06-04 12:49:32.913198,True,Tuesday
TX2448,29765.245130299365,mobile,Windows,2024-10-27 12:49:32.893350,"Berlin, Germany",7,2024-01-27 12:49:32.913200,False,Sunday
TX2449,773051.7139764958,POS,iOS,2024-11-10 12:49:32.893352,"Lagos, Nigeria",7,2024-05-06 12:49:32.913202,True,Sunday
TX2450,385691.52686789975,web,Windows,2024-11-09 12:49:32.893354,"Lagos, Nigeria",1,2024-09-13 12:49:32.913204,True,Saturday
TX2451,79378.80600106528,POS,Mac,2024-10-20 12:49:32.893356,"Lagos, Nigeria",6,2024-07-17 12:49:32.913206,False,Sunday
TX2452,928000.9686644342,web,Android,2024-11-08 12:49:32.893357,"Lagos, Nigeria",3,2024-04-08 12:49:32.913208,True,Friday
TX2453,203119.3323061391,POS,Windows,2024-10-31 12:49:32.893359,"New York, USA",7,2024-09-17 12:49:32.913209,False,Thursday
TX2454,541859.4128961491,web,Windows,2024-10-30 12:49:32.893361,"Berlin, Germany",5,2024-09-24 12:49:32.913211,False,Wednesday
TX2455,655746.7940810965,ATM,Windows,2024-10-27 12:49:32.893363,"Lagos, Nigeria",6,2024-07-07 12:49:32.913213,True,Sunday
TX2456,328777.49006989907,mobile,Windows,2024-10-17 12:49:32.893365,"New York, USA",1,2024-05-15 12:49:32.913215,True,Thursday
TX2457,193176.14375949377,mobile,Windows,2024-10-29 12:49:32.893367,"Lagos, Nigeria",3,2024-01-23 12:49:32.913217,False,Tuesday
TX2458,960184.8606693703,web,Windows,2024-11-11 12:49:32.893369,"London, UK",3,2024-08-01 12:49:32.913219,True,Monday
TX2459,361296.7270850353,POS,Android,2024-10-30 12:49:32.893373,"Berlin, Germany",7,2023-11-24 12:49:32.913221,True,Wednesday
TX2460,237119.62903950346,ATM,Android,2024-10-22 12:49:32.893375,"Berlin, Germany",6,2024-04-20 12:49:32.913223,True,Tuesday
TX2461,57354.60588345883,mobile,Mac,2024-10-27 12:49:32.893377,"New York, USA",9,2024-02-21 12:49:32.913225,True,Sunday
TX2462,621499.1346904094,ATM,Android,2024-11-13 12:49:32.893379,"Lagos, Nigeria",5,2024-05-12 12:49:32.913227,False,Wednesday
TX2463,977061.8398930209,ATM,Android,2024-10-17 12:49:32.893380,"Berlin, Germany",3,2024-03-03 12:49:32.913229,True,Thursday
TX2464,462762.7725700288,POS,Windows,2024-11-02 12:49:32.893382,"Berlin, Germany",6,2024-01-12 12:49:32.913231,False,Saturday
TX2465,113032.69989226552,mobile,Mac,2024-11-08 12:49:32.893384,"Berlin, Germany",3,2024-02-11 12:49:32.913233,False,Friday
TX2466,721247.4839711221,POS,iOS,2024-10-20 12:49:32.893386,"London, UK",3,2024-04-07 12:49:32.913235,False,Sunday
TX2467,580851.1639491107,POS,Android,2024-11-01 12:49:32.893388,"Lagos, Nigeria",6,2024-03-10 12:49:32.913237,True,Friday
TX2468,623425.4116098873,web,Android,2024-10-24 12:49:32.893390,"New York, USA",2,2024-10-09 12:49:32.913239,True,Thursday
TX2469,882127.6139261601,web,Mac,2024-11-11 12:49:32.893392,"London, UK",4,2024-06-02 12:49:32.913240,False,Monday
TX2470,322742.2995876062,ATM,Mac,2024-10-21 12:49:32.893394,"New York, USA",4,2023-11-21 12:49:32.913242,True,Monday
TX2471,699974.9150639321,web,Windows,2024-10-26 12:49:32.893396,"Berlin, Germany",4,2024-10-13 12:49:32.913244,False,Saturday
TX2472,778746.8045856038,mobile,iOS,2024-11-12 12:49:32.893397,"London, UK",4,2024-07-26 12:49:32.913246,True,Tuesday
TX2473,724326.7178019625,mobile,Windows,2024-10-25 12:49:32.893399,"Lagos, Nigeria",1,2024-01-12 12:49:32.913248,True,Friday
TX2474,785572.0296783858,POS,Windows,2024-11-12 12:49:32.893401,"London, UK",7,2024-09-27 12:49:32.913250,True,Tuesday
TX2475,443940.37749531114,ATM,Mac,2024-11-02 12:49:32.893403,"London, UK",1,2024-09-02 12:49:32.913252,False,Saturday
TX2476,358388.29783970123,ATM,Mac,2024-10-27 12:49:32.893405,"New York, USA",9,2023-12-21 12:49:32.913254,True,Sunday
TX2477,411549.05899563717,web,Android,2024-10-19 12:49:32.893407,"Berlin, Germany",6,2024-11-02 12:49:32.913256,False,Saturday
TX2478,503859.41318588005,web,Mac,2024-10-23 12:49:32.893409,"Berlin, Germany",9,2024-03-23 12:49:32.913258,False,Wednesday
TX2479,229551.43259127488,web,iOS,2024-10-25 12:49:32.893410,"New York, USA",7,2024-02-17 12:49:32.913260,True,Friday
TX2480,798170.9849343478,mobile,Mac,2024-11-05 12:49:32.893412,"New York, USA",2,2024-03-31 12:49:32.913262,True,Tuesday
TX2481,971789.1713301277,web,Windows,2024-11-08 12:49:32.893414,"Lagos, Nigeria",2,2024-04-29 12:49:32.913264,True,Friday
TX2482,830701.004927752,web,Mac,2024-11-08 12:49:32.893416,"Lagos, Nigeria",9,2024-07-28 12:49:32.913266,True,Friday
TX2483,512650.48247416114,ATM,Mac,2024-10-18 12:49:32.893418,"Berlin, Germany",5,2024-10-06 12:49:32.913268,False,Friday
TX2484,505906.99677287636,ATM,Android,2024-10-28 12:49:32.893420,"Lagos, Nigeria",3,2024-04-03 12:49:32.913270,True,Monday
TX2485,41002.8716151876,mobile,Mac,2024-11-04 12:49:32.893422,"New York, USA",7,2024-02-23 12:49:32.913272,True,Monday
TX2486,127943.13234660348,ATM,Mac,2024-10-17 12:49:32.893423,"Berlin, Germany",9,2024-06-04 12:49:32.913274,True,Thursday
TX2487,555753.3086975456,mobile,Windows,2024-11-04 12:49:32.893425,"Lagos, Nigeria",7,2024-03-24 12:49:32.913276,False,Monday
TX2488,920488.6599245787,ATM,iOS,2024-11-12 12:49:32.893427,"Berlin, Germany",4,2024-06-11 12:49:32.913278,False,Tuesday
TX2489,118219.38330704956,web,Windows,2024-10-29 12:49:32.893429,"Berlin, Germany",9,2024-09-29 12:49:32.913282,False,Tuesday
TX2490,955684.3359946039,POS,Android,2024-10-28 12:49:32.893431,"New York, USA",6,2024-04-28 12:49:32.913284,True,Monday
TX2491,772881.6642939411,web,Windows,2024-10-28 12:49:32.893433,"New York, USA",8,2023-12-12 12:49:32.913287,True,Monday
TX2492,963386.9721514158,POS,Android,2024-10-30 12:49:32.893435,"New York, USA",4,2024-10-30 12:49:32.913289,False,Wednesday
TX2493,343058.8749962284,mobile,Mac,2024-11-12 12:49:32.893437,"Berlin, Germany",2,2024-10-05 12:49:32.913290,True,Tuesday
TX2494,640182.3649456827,ATM,Windows,2024-10-16 12:49:32.893439,"Berlin, Germany",5,2024-04-14 12:49:32.913292,False,Wednesday
TX2495,113221.37631410622,POS,Android,2024-10-20 12:49:32.893440,"New York, USA",6,2024-11-01 12:49:32.913294,False,Sunday
TX2496,253006.6758434034,ATM,iOS,2024-10-15 12:49:32.893442,"New York, USA",2,2024-10-28 12:49:32.913296,False,Tuesday
TX2497,524558.2434906723,mobile,Windows,2024-11-14 12:49:32.893444,"Berlin, Germany",2,2024-06-08 12:49:32.913298,True,Thursday
TX2498,338367.2741137426,mobile,Android,2024-10-18 12:49:32.893446,"Lagos, Nigeria",3,2024-01-14 12:49:32.913300,True,Friday
TX2499,12980.609418194295,POS,Windows,2024-10-24 12:49:32.893448,"London, UK",5,2024-08-11 12:49:32.913302,True,Thursday
TX2500,798512.0801296661,mobile,Windows,2024-11-14 12:49:32.893450,"Berlin, Germany",8,2024-03-29 12:49:32.913304,True,Thursday
TX2501,677400.7874393016,web,Windows,2024-11-07 12:49:32.893452,"New York, USA",9,2024-06-24 12:49:32.913306,True,Thursday
TX2502,70190.75473080833,mobile,Android,2024-11-08 12:49:32.893453,"Berlin, Germany",8,2024-05-09 12:49:32.913308,False,Friday
TX2503,719467.972369572,mobile,iOS,2024-11-03 12:49:32.893455,"Berlin, Germany",1,2024-03-07 12:49:32.913310,False,Sunday
TX2504,92016.32576963854,ATM,Windows,2024-10-22 12:49:32.893457,"New York, USA",6,2024-06-24 12:49:32.913312,True,Tuesday
TX2505,865186.6178580768,ATM,Mac,2024-10-16 12:49:32.893459,"Berlin, Germany",3,2023-12-17 12:49:32.913314,False,Wednesday
TX2506,900821.4611462821,mobile,Windows,2024-10-18 12:49:32.893461,"London, UK",9,2024-07-29 12:49:32.913316,False,Friday
TX2507,576101.6302874169,mobile,Mac,2024-10-28 12:49:32.893463,"Berlin, Germany",1,2024-03-29 12:49:32.913318,True,Monday
TX2508,643111.0299660298,mobile,iOS,2024-11-03 12:49:32.893465,"Berlin, Germany",9,2023-12-28 12:49:32.913320,False,Sunday
TX2509,978336.9789781723,web,Android,2024-11-10 12:49:32.893466,"New York, USA",7,2024-06-02 12:49:32.913322,True,Sunday
TX2510,893426.9808761228,mobile,iOS,2024-10-18 12:49:32.893468,"New York, USA",6,2024-10-05 12:49:32.913323,False,Friday
TX2511,785969.1956676504,ATM,Mac,2024-11-04 12:49:32.893470,"Berlin, Germany",4,2024-08-12 12:49:32.913325,True,Monday
TX2512,298619.5370265038,ATM,Windows,2024-10-17 12:49:32.893472,"Lagos, Nigeria",8,2023-11-30 12:49:32.913327,False,Thursday
TX2513,29550.51310992204,ATM,Mac,2024-11-02 12:49:32.893474,"London, UK",4,2024-09-10 12:49:32.913329,False,Saturday
TX2514,987706.4770680171,ATM,Windows,2024-10-23 12:49:32.893476,"New York, USA",3,2024-05-05 12:49:32.913331,True,Wednesday
TX2515,781642.3683091848,web,iOS,2024-10-27 12:49:32.893478,"New York, USA",3,2024-04-23 12:49:32.913333,False,Sunday
TX2516,239742.4435460569,mobile,Mac,2024-10-17 12:49:32.893479,"London, UK",9,2024-02-01 12:49:32.913335,True,Thursday
TX2517,410752.4337479035,mobile,Mac,2024-10-21 12:49:32.893481,"New York, USA",5,2024-09-24 12:49:32.913337,True,Monday
TX2518,524641.7283389645,mobile,Mac,2024-10-28 12:49:32.893483,"Berlin, Germany",7,2024-03-17 12:49:32.913339,True,Monday
TX2519,400516.3183875891,web,iOS,2024-10-30 12:49:32.893485,"Lagos, Nigeria",2,2024-05-19 12:49:32.913341,False,Wednesday
TX2520,819013.2471734702,ATM,Android,2024-11-12 12:49:32.893487,"New York, USA",8,2024-09-22 12:49:32.913343,False,Tuesday
TX2521,570222.7465399964,web,Mac,2024-11-08 12:49:32.893489,"Lagos, Nigeria",1,2024-08-02 12:49:32.913345,True,Friday
TX2522,566222.1002738076,POS,iOS,2024-10-19 12:49:32.893491,"London, UK",3,2024-07-15 12:49:32.913347,True,Saturday
TX2523,152746.18659880583,web,Android,2024-10-27 12:49:32.893493,"New York, USA",9,2023-11-16 12:49:32.913349,True,Sunday
TX2524,563642.1791154944,web,Android,2024-11-11 12:49:32.893495,"London, UK",2,2024-11-05 12:49:32.913351,False,Monday
TX2525,310238.760136396,mobile,Mac,2024-11-07 12:49:32.893496,"Berlin, Germany",6,2024-01-26 12:49:32.913353,True,Thursday
TX2526,528787.0954628091,ATM,Windows,2024-10-16 12:49:32.893498,"Lagos, Nigeria",7,2024-03-11 12:49:32.913355,True,Wednesday
TX2527,517241.2156618241,mobile,iOS,2024-11-10 12:49:32.893500,"London, UK",9,2024-03-21 12:49:32.913357,True,Sunday
TX2528,682924.3091953621,mobile,Mac,2024-10-27 12:49:32.893502,"London, UK",7,2024-01-08 12:49:32.913359,True,Sunday
TX2529,431472.22600942437,mobile,Mac,2024-10-26 12:49:32.893504,"New York, USA",6,2023-12-10 12:49:32.913361,False,Saturday
TX2530,247586.48414137747,POS,iOS,2024-11-04 12:49:32.893506,"Lagos, Nigeria",4,2024-10-12 12:49:32.913363,False,Monday
TX2531,761072.5309540763,web,Mac,2024-11-03 12:49:32.893508,"New York, USA",4,2024-06-01 12:49:32.913365,False,Sunday
TX2532,641068.9853423202,web,Mac,2024-10-18 12:49:32.893509,"New York, USA",3,2023-12-15 12:49:32.913366,True,Friday
TX2533,153979.97413238592,ATM,Mac,2024-10-27 12:49:32.893511,"Berlin, Germany",5,2024-04-04 12:49:32.913369,False,Sunday
TX2534,335039.66232707165,web,Android,2024-11-05 12:49:32.893513,"Lagos, Nigeria",9,2024-01-15 12:49:32.913371,False,Tuesday
TX2535,398605.1995357667,mobile,Windows,2024-10-31 12:49:32.893515,"London, UK",9,2024-08-20 12:49:32.913373,False,Thursday
TX2536,463165.66137963673,POS,Windows,2024-10-24 12:49:32.893517,"London, UK",2,2024-09-16 12:49:32.913375,False,Thursday
TX2537,983385.1823684707,POS,iOS,2024-10-20 12:49:32.893519,"Lagos, Nigeria",8,2024-07-31 12:49:32.913377,True,Sunday
TX2538,756639.8859962935,ATM,Android,2024-10-29 12:49:32.893521,"Lagos, Nigeria",7,2024-07-10 12:49:32.913379,True,Tuesday
TX2539,775482.983720261,web,Mac,2024-10-20 12:49:32.893523,"Lagos, Nigeria",2,2024-02-25 12:49:32.913381,True,Sunday
TX2540,756125.8884631094,web,Mac,2024-10-20 12:49:32.893525,"Lagos, Nigeria",4,2023-11-20 12:49:32.913383,False,Sunday
TX2541,927301.4618510652,POS,Mac,2024-10-15 12:49:32.893526,"Lagos, Nigeria",1,2024-03-03 12:49:32.913385,False,Tuesday
TX2542,788959.7624704234,web,Windows,2024-10-30 12:49:32.893528,"Berlin, Germany",3,2024-02-08 12:49:32.913387,True,Wednesday
TX2543,431920.31644525623,web,Android,2024-11-06 12:49:32.893530,"Lagos, Nigeria",1,2024-02-11 12:49:32.913389,True,Wednesday
TX2544,255689.0951355362,POS,Android,2024-11-05 12:49:32.893534,"Lagos, Nigeria",7,2023-12-17 12:49:32.913391,False,Tuesday
TX2545,733958.8772821184,mobile,Android,2024-11-08 12:49:32.893536,"Berlin, Germany",5,2024-03-06 12:49:32.913393,True,Friday
TX2546,575788.1223017098,mobile,Mac,2024-11-12 12:49:32.893538,"London, UK",5,2024-07-28 12:49:32.913395,False,Tuesday
TX2547,898088.8471260231,web,iOS,2024-11-11 12:49:32.893540,"London, UK",8,2024-01-19 12:49:32.913396,True,Monday
TX2548,576925.287008757,mobile,Mac,2024-10-17 12:49:32.893542,"London, UK",2,2024-07-06 12:49:32.913398,True,Thursday
TX2549,317329.62712365953,web,Windows,2024-10-28 12:49:32.893544,"New York, USA",2,2024-08-26 12:49:32.913400,False,Monday
TX2550,146359.7576784418,ATM,Android,2024-10-28 12:49:32.893546,"London, UK",4,2024-11-11 12:49:32.913402,True,Monday
TX2551,785239.6550788363,POS,Android,2024-11-09 12:49:32.893548,"London, UK",3,2024-01-15 12:49:32.913404,True,Saturday
TX2552,348895.0336312168,ATM,Mac,2024-11-09 12:49:32.893549,"London, UK",6,2024-05-13 12:49:32.913406,False,Saturday
TX2553,538549.3073283877,POS,iOS,2024-10-29 12:49:32.893551,"Berlin, Germany",5,2024-09-23 12:49:32.913408,True,Tuesday
TX2554,982092.6184178621,web,iOS,2024-11-14 12:49:32.893553,"Berlin, Germany",8,2024-09-08 12:49:32.913410,False,Thursday
TX2555,443037.4011907315,ATM,iOS,2024-10-30 12:49:32.893555,"Lagos, Nigeria",4,2024-04-28 12:49:32.913412,True,Wednesday
TX2556,115795.2895099859,ATM,Mac,2024-11-01 12:49:32.893557,"Berlin, Germany",8,2024-08-23 12:49:32.913414,True,Friday
TX2557,391739.7889329959,mobile,Android,2024-11-03 12:49:32.893559,"Berlin, Germany",5,2024-07-27 12:49:32.913416,False,Sunday
TX2558,785971.9106438156,ATM,iOS,2024-10-20 12:49:32.893561,"New York, USA",9,2024-09-06 12:49:32.913417,False,Sunday
TX2559,771541.9196934745,POS,Mac,2024-10-24 12:49:32.893562,"Berlin, Germany",8,2024-03-21 12:49:32.913420,False,Thursday
TX2560,616702.8596666188,web,iOS,2024-11-10 12:49:32.893564,"Lagos, Nigeria",8,2024-06-11 12:49:32.913421,True,Sunday
TX2561,167276.10971434752,ATM,Android,2024-11-06 12:49:32.893566,"London, UK",8,2024-02-23 12:49:32.913423,False,Wednesday
TX2562,634685.998351691,POS,Android,2024-11-06 12:49:32.893568,"Berlin, Germany",6,2024-03-01 12:49:32.913426,False,Wednesday
TX2563,69949.36840016549,mobile,iOS,2024-11-12 12:49:32.893570,"Lagos, Nigeria",6,2024-10-14 12:49:32.913428,True,Tuesday
TX2564,520892.4294672847,mobile,iOS,2024-10-28 12:49:32.893572,"Berlin, Germany",1,2024-02-24 12:49:32.913430,True,Monday
TX2565,97838.92748358067,ATM,iOS,2024-11-02 12:49:32.893574,"Berlin, Germany",8,2024-05-06 12:49:32.913432,False,Saturday
TX2566,263932.6792282495,ATM,Mac,2024-11-06 12:49:32.893576,"Lagos, Nigeria",3,2024-04-26 12:49:32.913433,True,Wednesday
TX2567,210937.0711237799,web,iOS,2024-11-13 12:49:32.893577,"Lagos, Nigeria",6,2024-05-23 12:49:32.913435,False,Wednesday
TX2568,686747.3775316654,POS,iOS,2024-10-18 12:49:32.893579,"New York, USA",3,2024-01-23 12:49:32.913437,True,Friday
TX2569,386805.9770176653,ATM,iOS,2024-11-07 12:49:32.893581,"Lagos, Nigeria",3,2023-11-23 12:49:32.913439,True,Thursday
TX2570,558886.9309849644,POS,Mac,2024-10-20 12:49:32.893583,"New York, USA",1,2024-01-22 12:49:32.913441,False,Sunday
TX2571,625807.5318486589,ATM,Android,2024-11-11 12:49:32.893585,"Berlin, Germany",7,2024-01-09 12:49:32.913443,True,Monday
TX2572,114145.27393801854,ATM,Android,2024-11-11 12:49:32.893587,"Lagos, Nigeria",7,2024-07-31 12:49:32.913445,True,Monday
TX2573,962302.1687745936,web,Android,2024-11-04 12:49:32.893589,"Berlin, Germany",9,2024-03-30 12:49:32.913447,False,Monday
TX2574,368878.4259262208,ATM,iOS,2024-11-09 12:49:32.893590,"Berlin, Germany",1,2024-02-04 12:49:32.913449,False,Saturday
TX2575,33096.56550168739,ATM,Android,2024-10-15 12:49:32.893592,"London, UK",4,2024-03-30 12:49:32.913454,False,Tuesday
TX2576,466742.60719024745,ATM,Mac,2024-11-01 12:49:32.893594,"Berlin, Germany",3,2023-12-16 12:49:32.913456,False,Friday
TX2577,553075.5366232457,web,Mac,2024-10-19 12:49:32.893596,"Lagos, Nigeria",7,2024-06-01 12:49:32.913458,False,Saturday
TX2578,301982.93752828124,web,Mac,2024-11-06 12:49:32.893598,"Lagos, Nigeria",5,2024-10-15 12:49:32.913460,True,Wednesday
TX2579,397648.2190650903,mobile,iOS,2024-11-06 12:49:32.893600,"London, UK",4,2024-10-03 12:49:32.913462,True,Wednesday
TX2580,549762.1442583387,ATM,Android,2024-11-08 12:49:32.893601,"Lagos, Nigeria",8,2024-03-03 12:49:32.913464,True,Friday
TX2581,420771.03516074293,web,Android,2024-10-19 12:49:32.893603,"Berlin, Germany",3,2023-12-22 12:49:32.913465,False,Saturday
TX2582,883538.2881668482,POS,Windows,2024-10-18 12:49:32.893605,"New York, USA",8,2024-06-23 12:49:32.913468,False,Friday
TX2583,836273.1824405985,POS,Windows,2024-11-12 12:49:32.893607,"New York, USA",5,2024-11-02 12:49:32.913470,True,Tuesday
TX2584,487494.7256028412,ATM,Windows,2024-10-21 12:49:32.893609,"London, UK",5,2024-01-08 12:49:32.913471,True,Monday
TX2585,597142.9678894293,ATM,Windows,2024-10-27 12:49:32.893611,"New York, USA",8,2024-07-16 12:49:32.913473,False,Sunday
TX2586,455267.2997868235,POS,Mac,2024-10-30 12:49:32.893613,"Lagos, Nigeria",8,2024-05-24 12:49:32.913475,False,Wednesday
TX2587,191068.15339422846,mobile,Android,2024-11-12 12:49:32.893615,"Berlin, Germany",4,2024-10-23 12:49:32.913477,True,Tuesday
TX2588,665914.5781171854,web,Windows,2024-10-19 12:49:32.893617,"Berlin, Germany",2,2024-09-03 12:49:32.913479,False,Saturday
TX2589,286922.28199547384,ATM,Mac,2024-10-26 12:49:32.893619,"New York, USA",1,2024-03-17 12:49:32.913481,True,Saturday
TX2590,998825.7770403576,ATM,Mac,2024-10-21 12:49:32.893620,"New York, USA",7,2023-12-18 12:49:32.913483,False,Monday
TX2591,602208.5184413514,POS,Mac,2024-10-25 12:49:32.893622,"Berlin, Germany",6,2024-05-25 12:49:32.913485,True,Friday
TX2592,645572.0506977552,mobile,Android,2024-10-15 12:49:32.893624,"London, UK",6,2024-05-07 12:49:32.913487,True,Tuesday
TX2593,219464.35030108131,mobile,Mac,2024-10-25 12:49:32.893626,"Lagos, Nigeria",7,2024-09-27 12:49:32.913489,False,Friday
TX2594,297094.30314321665,mobile,Mac,2024-11-11 12:49:32.893628,"Lagos, Nigeria",6,2024-05-24 12:49:32.913491,False,Monday
TX2595,980213.286169984,POS,Windows,2024-10-20 12:49:32.893630,"Lagos, Nigeria",3,2023-12-16 12:49:32.913493,False,Sunday
TX2596,14551.88113437977,web,iOS,2024-11-01 12:49:32.893632,"Berlin, Germany",2,2024-03-13 12:49:32.913495,False,Friday
TX2597,923423.9043714049,web,Mac,2024-10-23 12:49:32.893633,"Berlin, Germany",5,2024-04-29 12:49:32.913497,False,Wednesday
TX2598,146719.52991734876,POS,Mac,2024-11-09 12:49:32.893635,"Berlin, Germany",2,2024-07-18 12:49:32.913499,True,Saturday
TX2599,293202.8368602426,POS,Windows,2024-11-01 12:49:32.893637,"London, UK",4,2024-11-12 12:49:32.913501,True,Friday
TX2600,926760.0189623605,ATM,iOS,2024-11-13 12:49:32.893639,"New York, USA",2,2024-11-07 12:49:32.913502,True,Wednesday
TX2601,419748.49612145586,web,Android,2024-11-05 12:49:32.893641,"Berlin, Germany",7,2024-04-19 12:49:32.913504,True,Tuesday
TX2602,646304.1696690371,POS,Android,2024-10-20 12:49:32.893643,"Lagos, Nigeria",8,2024-07-13 12:49:32.913506,True,Sunday
TX2603,641093.3589032938,mobile,Android,2024-10-16 12:49:32.893645,"Berlin, Germany",2,2024-10-31 12:49:32.913508,True,Wednesday
TX2604,662798.2526744638,ATM,Mac,2024-11-08 12:49:32.893647,"London, UK",4,2024-11-12 12:49:32.913510,True,Friday
TX2605,286374.75583058904,ATM,Windows,2024-10-22 12:49:32.893648,"New York, USA",8,2024-03-03 12:49:32.913512,True,Tuesday
TX2606,273578.1922387244,ATM,Mac,2024-10-23 12:49:32.893650,"Lagos, Nigeria",1,2024-07-21 12:49:32.913514,True,Wednesday
TX2607,582470.359046117,POS,iOS,2024-10-23 12:49:32.893652,"London, UK",4,2024-08-02 12:49:32.913516,True,Wednesday
TX2608,392491.096874876,POS,iOS,2024-10-23 12:49:32.893654,"Lagos, Nigeria",2,2024-05-23 12:49:32.913518,True,Wednesday
TX2609,411176.83555928135,ATM,iOS,2024-11-02 12:49:32.893656,"London, UK",6,2024-02-09 12:49:32.913520,True,Saturday
TX2610,444725.54120771977,POS,iOS,2024-10-21 12:49:32.893658,"Lagos, Nigeria",3,2024-10-23 12:49:32.913521,False,Monday
TX2611,713243.3669482259,ATM,Android,2024-10-24 12:49:32.893660,"London, UK",8,2024-09-13 12:49:32.913523,False,Thursday
TX2612,217932.53269753535,web,Mac,2024-10-17 12:49:32.893662,"Lagos, Nigeria",1,2024-01-05 12:49:32.913525,False,Thursday
TX2613,94993.44888508377,web,iOS,2024-10-24 12:49:32.893663,"London, UK",2,2023-12-06 12:49:32.913527,False,Thursday
TX2614,678331.8928402283,web,Android,2024-11-10 12:49:32.893665,"London, UK",1,2023-12-09 12:49:32.913529,False,Sunday
TX2615,539734.2107559732,POS,Android,2024-11-08 12:49:32.893667,"New York, USA",6,2024-03-05 12:49:32.913531,False,Friday
TX2616,851349.0739316837,mobile,Mac,2024-10-25 12:49:32.893669,"London, UK",5,2024-03-02 12:49:32.913533,False,Friday
TX2617,551401.7977697981,ATM,Android,2024-10-16 12:49:32.893671,"New York, USA",5,2024-01-12 12:49:32.913535,True,Wednesday
TX2618,581145.6644741106,ATM,Android,2024-11-10 12:49:32.893673,"London, UK",9,2024-10-11 12:49:32.913537,True,Sunday
TX2619,808625.8331766415,web,Android,2024-11-02 12:49:32.893675,"London, UK",4,2024-04-13 12:49:32.913539,False,Saturday
TX2620,511533.5238392387,web,Mac,2024-10-25 12:49:32.893676,"New York, USA",1,2024-02-25 12:49:32.913541,False,Friday
TX2621,415976.8163500883,mobile,Mac,2024-10-16 12:49:32.893678,"Berlin, Germany",9,2024-04-07 12:49:32.913543,False,Wednesday
TX2622,472882.84511041315,web,Windows,2024-11-11 12:49:32.893680,"Lagos, Nigeria",6,2024-02-03 12:49:32.913545,False,Monday
TX2623,603625.8784475089,ATM,Windows,2024-10-22 12:49:32.893682,"London, UK",4,2024-06-08 12:49:32.913547,True,Tuesday
TX2624,788227.8737490237,ATM,Android,2024-11-02 12:49:32.893684,"New York, USA",5,2024-06-30 12:49:32.913549,True,Saturday
TX2625,82975.28707737,POS,iOS,2024-10-18 12:49:32.893686,"Lagos, Nigeria",4,2023-12-08 12:49:32.913551,False,Friday
TX2626,50416.89502529871,ATM,iOS,2024-10-25 12:49:32.893688,"Lagos, Nigeria",6,2024-05-01 12:49:32.913553,True,Friday
TX2627,799064.1482168075,mobile,Mac,2024-11-14 12:49:32.893690,"Berlin, Germany",3,2024-07-18 12:49:32.913555,False,Thursday
TX2628,754501.3431535385,POS,Windows,2024-11-06 12:49:32.893691,"New York, USA",1,2024-06-04 12:49:32.913556,True,Wednesday
TX2629,474672.60252400156,POS,Windows,2024-11-07 12:49:32.893695,"New York, USA",2,2024-11-02 12:49:32.913558,True,Thursday
TX2630,806181.8988339071,web,Windows,2024-11-04 12:49:32.893697,"New York, USA",9,2024-03-05 12:49:32.913560,True,Monday
